row_id,content,theme,sentiment_word,sentiment_anls
2974,东西很好，送货及时，京东买东西都习惯了，方便及时。改变了我的生活方式。,东西;送货;NULL;NULL;,很好;及时;方便;及时;,1;1;1;1;
2975,感觉煮出来粥不好喝，不知道是不是米的问题<br/>加热过程中，屋子里有股塑料味，用了七天了依然有<br/>蒸米饭，按着要求的做，选了清香，做出来不熟，下次多加点水，用标准试试   <br/>按键不是那么灵敏，可能是手机触屏玩多了，不太习惯<br/>手册写的不详细<br/><br/>刚知道京东的保价政策，是需要自己申请退款的,NULL;,不好喝;,-1;
2976,扫把不好，太小了点！,扫把;,不好;,-1;
2977,自家有读卡器沒用,,,
2978,不好吃，都是辣椒没牛肉,NULL;,不好吃;,-1;
2979,杯子是好！就是不怎么保温！早上倒得开水！下班回来就冷了！,杯子;,好;,1;
2980,一直联系客服询问眼睛的资源 答应给但是也一直没有给,,,
2981,包装和日期都不是新的，快要过期的产品重新帖的日期，堪忧的产品质量，破损和擦了好久还脏兮兮的包装，摆设的售后，供应商和包装两家都不管事情，没有站在客户角度的，相互推诿。,产品;NULL;NULL;NULL;,过期;破损;脏兮兮;推诿;,-1;-1;-1;-1;
2982,刚收到杯子，还没用心情就不好了，杯套没送，联系客服客服说&ldquo;送完即止&rdquo;，那下单后你给我电话说换个颜色的杯套干嘛？应该说杯套没有了才对吧。客服还说&ldquo;说句不好听的，我们送您，您是赚到，不送您，也是正常&rdquo;，就是这么做生意的？在京东买东西还能碰到这种事？,NULL;,正常;,1;
2983,两星是给华为的，新手机刚拿手都没有开机就发现有破损，很生气，已经售后跟换了，坐等结果，希望京东快递给我解决！送货员服务很到位，给他点赞,NULL;NULL;服务;NULL;,破损;生气;到位;点赞;,-1;-1;1;1;
2984,裤腿一个长一个短，找客服让找京东客服，结果没人理！京东也是不靠谱！,NULL;结果;京东;,短;没人理;不靠谱;,-1;-1;-1;
2985,太差了，不是买一送一卷，都是骗人的,NULL;NULL;,太差;骗人;,-1;-1;
2986,京东都是真假货一起卖的，我买了好几次，奶粉，意大利面，不是假的就是真假混着卖。这次又是假的。,京东;NULL;,假货;假;,-1;-1;
2987,用了几次，这不是按摩，这就是振动。振的你头痛。,,,
2988,差评，京东的客服只会几分钟给换个客服重新问你问题，过几分钟没给什么回应又换客服。最后问题就不了了之。差评。,NULL;NULL;,差评;差评;,-1;-1;
2989,用了一贴，火辣辣的感觉，再用几贴试试,NULL;,火辣辣;,-1;
2990,蛋挞烤出来味道非常棒，放中层用210度、用上下同时加热、烤20分钟就?,味道;,棒;,1;
2991,其他都还好，就是听筒声音太小,NULL;听筒声音;,还好;太小;,1;-1;
2992,锋利是锋利，就是实在太小了，也就切个苹果吧,NULL;NULL;,锋利;锋利;,1;1;
2993,真的很伤心，还没用多久包裹都成这样了，之前买的不是这样的!,NULL;,伤心;,-1;
2994,不满意，满199元减100的，结果拍第一单没派送就退回去了，重新拍结果就没有减，联系客服也不回复。京东客服特别不好?,NULL;NULL;客服;,不满意;不回复;不好;,-1;-1;-1;
2995,非常好，物美价廉,NULL;NULL;,好;物美价廉;,1;1;
2996,一直想买十月稻田牌黄小米，一下定购两小袋，订购到送货很快，满意！,送货;NULL;,很快;满意;,1;1;
2997,很一般，底座不稳。,NULL;底座;,一般;不稳;,0;-1;
2998,这个太贵了，其他地方*觉自己被骗钱了。差评，又还说不遮挡视野，我买回来感觉还不如自己用手玩，千万别买！,NULL;NULL;,太贵;差评;,-1;-1;
2999,货已收到，还没用，订单上要发票没给开，无语，质疑京东服务质量,NULL;,无语;,-1;
3000,好小好小一盒，口感还可以,口感;,还可以;,1;
3001,欺骗消费者，欺骗消费者，欺骗消费者，欺骗消费者！,NULL;消费者;消费者;消费者;,欺骗;欺骗;欺骗;欺骗;,-1;-1;-1;-1;
3002,说明书太简单了 产品外观有质感,说明书;产品外观;,简单;有质感;,-1;1;
3003,我的猫吃了一次就不吃了,,,
3004,质量一般，图像不是非常清晰，话筒拾音不稳定,质量;话筒拾音;,一般;不稳定;,0;-1;
3005,总体还可以，就是有两条居然是16年41周的！就不能发四条新胎吗？,总体;,还可以;,1;
3006,没用上，直接丢掉了,,,
3007,一般搬，有点小，放不下几瓶！nonono,NULL;NULL;,一般;有点小;,0;-1;
3008,这音质真是不可恭维啊，一个字 &ldquo;呵,音质;,不可恭维;,-1;
3009,这是第二次买了，和第一的简直不是一种东西，第一次明显感觉是纯棉的，很有质感，这次这个比上次薄的炖，然后摸起来话滑滑的明显就是纤维的，就和街边*5双的一个质感，必须差评,NULL;NULL;,薄;差评;,0;-1;
3010,很值，价格便宜，派送速度很快，比超市便宜很多。,NULL;价格;派送速度;NULL;,很值;便宜;很快;便宜;,1;1;1;1;
3011,就是价格贵了点，不知道还能优惠多少,价格;,贵;,-1;
3012,第一次买那么多,,,
3013,好评，京东还是不错的，挺靠谱！,NULL;京东;NULL;,好评;不错;靠谱;,1;1;1;
3014,比超市便宜。。。。。。,NULL;,便宜;,1;
3015,不错，就是每次买都是黑色,NULL;,不错;,1;
3016,买了一周了，怀疑快递骑马的。,,,
3017,面太硬了，很难泡软，只能煮着吃 不会再买 味道也一般,面;味道;,太硬;一般;,-1;0;
3018,太你吗的给力了，不小心从30CM高的地方摔了一下，碎了，还包着硅胶套呢，质量真你吗的好。,NULL;,给力;,1;
3019,刚买完不到一周，然后都降价一半了，买的时候39，现在变成19了，不划算，东西用着感觉没有之前的好，稍微有点儿油的感觉,,,
3020,配送速度很快，价格便宜，安装很及时，总体好评。。。。。,配送速度;价格;安装;总体;,很快;便宜;及时;好评;,1;1;1;1;
3021,劣质香水 不想多说,NULL;香水;,劣质;不想多说;,-1;-1;
3022,真心不怎么样,NULL;,不怎么样;,-1;
3023,假货插进电脑直接拔不出来，TF卡也读不出来，双11给我们添堵吗？插也插不进,NULL;NULL;,假货;添堵;,-1;-1;
3024,太太太太太太太小瓶了,,,
3025,这次买的衣服很失望，质量很差，而且又挺贵，下次不会再买了,衣服;质量;NULL;,失望;很差;挺贵;,-1;-1;1;
3026,感觉一般吧,NULL;,一般;,0;
3027,不是很干，味道还行,NULL;味道;,不是很干;还行;,1;1;
3028,膜开的孔，对不上机子的孔！！！,,,
3029,特价618买的，真是特价的便宜呀。。,NULL;,便宜;,1;
3030,不好，优点厚，缺点有渣子,NULL;优点;,不好;厚;,-1;0;
3031,只能给三颗星了，标题上写的送语音遥控器，发货却不发，问客服却说需要先评价才发，瞬间有种被绑架评价的感觉！客服还说再发我一个我有两个遥控器是我赚到了！试问该给的不给？必须评价才给是何道理？经过理论才登记补发！！！生气。电视不错价格便宜。语音遥控器只能本机自带的软件用，体验下还可以，不适合日常用！,NULL;电视;价格;体验;NULL;,生气;不错;便宜;还可以;不适合;,-1;1;1;1;-1;
3032,想要上门安装还要关注公众号，都是系统跟你对话，都没有人工服务，问了半天都没有说什么时候可以上门安装，后来我自己照着说明书安装好了，其实也不是很复杂，只是花点时间而已，不买这种上门安装的，还可以送东西呢，早知道还不如选那款，服务态度差。,服务态度;,差;,-1;
3033,说有檀香送的，送哪里啦?不敢相信你们了，忽悠&hellip;&hellip;,NULL;NULL;,不敢相信;忽悠;,-1;-1;
3034,膜的质量太差，没法用，上面本身就有气泡，壳子还可以,质量;NULL;壳子;,太差;没法用;还可以;,-1;-1;1;
3035,怎么是5片装的！！！超市都是10片的，我都没见过5片装的，是正品吗！还5片装的买10装的价格，太坑人啦！！！*送货速度没有任何优势！,NULL;NULL;,正品;坑人;,1;-1;
3036,味道还可以 下次需要再去购买,味道;,还可以;,1;
3037,有点小贵！有点小贵！有点小贵！,NULL;NULL;,有点小贵;贵;,-1;-1;
3038,感觉一般吧，刚买就降价。。。,NULL;,一般;,0;
3039,收到货真是大爱啊。这次网购真是赚到了。,NULL;,大爱;,1;
3040,为什么屏幕右侧有一条光线？感觉漏光，影响看节目的感受。,NULL;,漏光;,-1;
3041,这个路由器功能不是一般的差，不能wan口外网管理，不能设置有线中继，傻瓜式的界面连功能也傻瓜了，根本不智能。感觉很不好，先用一下，回头再补充。,功能;NULL;,差;不好;,-1;-1;
3042,给我家姑娘买的，,,,
3043,真差劲，24号买了不可以直接投屏  需要借助第三方投屏，第一个毛病，第二个毛病，刚开始几天好好的，过了7天，它里边内容除了精选有内容，其他全没有播放内容，拔电源重启也没用，真差，卖这么贵，不知道哪来的自信卖这么贵的,NULL;NULL;NULL;NULL;,差劲;真差;贵;贵;,-1;-1;-1;-1;
3044,拉圾京东,,,
3045,板很薄，组装起来容易晃动，不常移动还可以，总体还是可以,NULL;组装;移动;总体;,很薄;晃动;还可以;可以;,-1;-1;1;1;
3046,里面坚果都潮了不能吃了！而且保质期到18年 3月份的大家不要再上当受骗了！,,,
3047,感觉像用过的，水乳原液都不满，还没有瓶塞，洗面奶有没有封口，很差的购物体验,NULL;购物体验;,不满;很差;,-1;-1;
3048,味道还是以往的味道，挺喜欢的，就是量少了一点，快递还是很快的,NULL;快递;,喜欢;很快;,1;1;
3049,蓝牙连接一直掉，所有按键都不能用，刚收到的货，搞这种事情！,按键;,不能用;,-1;
3050,蛮好用的，就是比想象中大点,NULL;,好用;,1;
3051,还可以，，，，，，，，,NULL;,还可以;,1;
3052,物流还可以，裤子质量也可以，。。唯一的问题就是裤子掉色。（觉得给个两星都算多的）,物流;质量;,还可以;可以;,1;1;
3053,很好饮，每次不单都买几箱。,NULL;,很好;,1;
3054,本次购买商品比较满意，商品质量没有问题，达到了预期，物流速度比较快，送货态度OK，没有联络客服，所以售后方面不清楚。暂时没有发现什么问题，有问题再额外写。由于没有深入使用，也提不了什么意见和建议，就用这种方法统一回复凑个字数。,商品;质量;售后;NULL;,满意;没有问题;不清楚;有问题;,1;1;-1;-1;
3055,按起来手感很奇怪，声音不清脆，真心一般。,手感;声音;NULL;,奇怪;不清脆;一般;,-1;-1;0;
3056,很好用，烧水稍慢了点。。,NULL;烧水;,好用;慢;,1;-1;
3057,还行吧，但是不适合新生儿，用了有点红屁股，大点才能用吧！,NULL;NULL;,还行;不适合;,1;-1;
3058,商品很不错 速度很快  值得推荐   谢谢....,商品;速度;NULL;,不错;很快;值得推荐;,1;1;1;
3059,没有生产日期和保质期，肯定是假的,NULL;,假;,-1;
3060,除了顶部一个地方有瑕疵，钢板不平，其他都好，看来烤箱这东西工艺都没办法好到哪去，隔热确实不错呢！,NULL;钢板;隔热;,瑕疵;不平;不错;,-1;-1;1;
3061,没有想象中的好喝啊。。。一分钱一分货吧还是要买大品牌喝,,,
3062,纸张感觉没有以前那么好了，而且打开时有一包包装是爆了的,,,
3063,一点都不好用，就是香,NULL;NULL;,不好用;香;,-1;1;
3064,还行就是蒸汽水会倒流到锅底,NULL;,还行;,1;
3065,这玩意竟然插不进去...另外个倒是好的 算了,,,
3066,不清楚，别人用我号买的，差点把号整掉了,NULL;,不清楚;,-1;
3067,小女儿喜欢这个口味不知道效果好不好还在吃着。,NULL;,喜欢;,1;
3068,红屁股，没花王好用。,,,
3069,坏的有不少,NULL;NULL;,坏;不少;,-1;1;
3070,商品好，物流很快,商品;物流;,好;很快;,1;1;
3071,噪音大的吓人，厚运动裤在智能模式下完全不能烘干，还是湿的，准备退货了，我是1499入的，现在涨价好多啊,噪音;NULL;,大;吓人;,-1;-1;
3072,在京东一买东西从来不给差评的，但这个笔实在太差了，用了一个多星期，只要过一会不写就写不出来，还挂纸,东西;笔;,差评;太差;,-1;-1;
3073,辣几飞毛腿，牌子做大了不知道自己姓啥了，送了一大推没用的东西，螺丝刀软的一逼，充电头网上查有质量问题，电池良品率低的要命，什么狗皮飞毛腿，狗皮牌子早晚倒闭，坑消费者，赚了钱拿出真本事来，做了这么多年电池就这水平？,良品率;NULL;,低;坑;,-1;-1;
3074,还可以吧，发酵时间有点长,NULL;时间;,还可以;有点长;,1;-1;
3075,第二次购买了，但是这次奶粉不知道是过期了，奶粉好像放存了一样，宝贝不怎么喝，之前买的都能闻到那股香甜味，只能放着了。,NULL;,过期;,-1;
3076,破烂东西强制性要我买，不给退货，太心机了，失望！,东西;NULL;,破烂;失望;,-1;-1;
3077,和原装耳机不一样，线细而且偏硬。<br/>快递很慢，答应送达的时间不能按时送达。发起催单服务毫无用处，答应次日十一点联系，丝毫没有回复和更近，晚上一条轻巧的您已收到货就算完结了？？<br/>客服态度恶劣,线;NULL;快递;NULL;NULL;,细;偏硬;很慢;轻巧;恶劣;,-1;-1;-1;1;-1;
3078,一般般吧比较咸,NULL;NULL;,一般般;咸;,0;-1;
3079,还是不错的，下次继续购买。,NULL;,不错;,1;
3080,质量很好，京东自营的商品值得信耐！,质量;商品;,很好;值得信耐;,1;1;
3081,说实话，不符合人体设计，太薄了。男生手大，感觉用的1不舒服。,NULL;人体设计;NULL;,不符合;太薄;不舒服;,-1;-1;-1;
3082,接入家庭音响功放效果不错！老功放变智能，可惜片源效果不及CD，比不上HIFI音乐APP的片源，有只其它品牌音箱想用蓝牙连接，APP里蓝牙音箱一直找不设备，不知道怎弄？,功放效果;NULL;,不错;智能;,1;1;
3083,湿巾还不错，好用,湿巾;NULL;,不错;好用;,1;1;
3084,感觉像假的，包装很脏而且不清晰。,NULL;包装;NULL;,假;很脏;不清晰;,-1;-1;-1;
3085,拿到手第一时间来给差评，打开后包装后就发现瓶口漏出了点，都怀疑是假货了！,NULL;瓶口;NULL;,差评;漏出;假货;,-1;-1;-1;
3086,用料方面已经无法跟以前相比！就火牛看到都心碎,NULL;,心碎;,-1;
3087,办公室常备零食哦 每周都要买,,,
3088,东西很好是正品，比在商场便宜，一直信赖京东下次还会继续购买。快递配送很快,东西;NULL;NULL;京东;快递配送;,很好;正品;便宜;信赖;很快;,1;1;1;1;1;
3089,质量一般，宝宝不喜欢戴，还掉色，物流超慢！！,质量;NULL;物流;,一般;不喜欢;超慢;,0;-1;-1;
3090,少了两个钩子，请补发，谢谢。,,,
3091,还不错，反正是为了减肥才喝脱脂牛奶的,NULL;,不错;,1;
3092,感觉不是很好，貌似和正品有差距,NULL;,不是很好;,-1;
3093,连个包装都没有，虽然没破但上面很多灰，很脏！京东包装走点心吧！！！,NULL;,很脏;,-1;
3094,包装完好，里面的钣金件两处有异常折痕，反馈客服，建议我走退换流程，<br/>急用，没退，还是有点不满，明摆着是瑕疵品，难道出货检验流程？难道就是发瑕疵品出来挑战用户极限的么？<br/>初次使用情况还不错，以后用一段时间了再来追评,包装;NULL;NULL;NULL;情况;,完好;异常;不满;瑕疵;不错;,1;-1;-1;-1;1;
3095,单按键追求极简有时候就是反人类，谁踏马记得住到底怎么按，电量也是醉了，一上午就没电,电量;,醉了;,-1;
3096,包装很好，两星扣给送货员，明明两个包裹可以一起送到，给我前后隔了两个小时,包装;,很好;,1;
3097,p的这个，真的不好看。不想说了。我以为是r才买的。,NULL;,不好看;,-1;
3098,没赠品,,,
3099,好用，就是把盖子放在后面使用的时候不是很平稳,NULL;,好用;,1;
3100,边缘革子都裂开了，打折就不给好货吗?生气,革子;NULL;,裂开;生气;,-1;-1;
3101,声音最大都不是很大，音质不是特别好，还行,声音;音质;,不是很大;还行;,-1;1;
3102,跳价快，屏幕好，有误触，用久会发热，偶尔卡顿，电量轻度用能用一天,NULL;屏幕;NULL;电量;,快;好;发热;卡顿;,1;1;-1;-1;
3103,商品外观和图片不一样，不知道真的假的,,,
3104,不知为何这次买的用起来效果一点不好，感觉死皮多了，肤质更差了，朋友代购的sk神仙水价格（按毫升）比这款折后略贵一点点，属于一个价位，但效果比欧莱雅好的太多了，这款肌底液用来涂手不错,效果;肤质;NULL;NULL;NULL;,不好;更差;贵;好;不错;,-1;-1;-1;1;1;
3105,还行，比美发店送的好用一些，没那么粘稠，比较清爽，定型效果一般,NULL;NULL;NULL;定型效果;,还行;好用;清爽;一般;,1;1;1;0;
3106,第一瓶用着还挺好的，第二瓶就跟水一样，后面几瓶还不知道是不是也跟水一样。感觉是假货！！！,用着;NULL;,挺好;假货;,1;-1;
3107,路由器很好，唯一不好的是连无线的华为手机太烂了，卡的很，你评论说卡的话，现在好多喷子，道德绑架，说卡，他就骂你，我爱国，我用小米行么，希望大家不要买华为，一年之后，卡出翔。,路由器;NULL;华为手机;,很好;不好;卡;,1;-1;-1;
3108,全灰色，咖啡色，谈蓝色，根本不是正品吧，非常不舒服的一次购物，差评,NULL;NULL;购物;,不是正品;不舒服;差评;,-1;-1;-1;
3109,美观、精致、手感也很好。使用体验上来说：1.音质感觉真心和400左右的森海塞尔都难较高下。2.原装的耳塞走路走着走着耳机都能掉下来我也是无语。3.耳机线档次高质感好，而这恰恰也成了缺点，听筒效应因此加重。总而言之，买这个图个哔格、好看或是信仰是可以的，实用性还是比较欠佳。,NULL;NULL;手感;NULL;NULL;质感;NULL;实用性;,美观;精致;很好;高;无语;高;加重;欠佳;,1;1;1;1;-1;1;-1;-1;
3110,活动价给力，包装也挺好,活动价;包装;,给力;挺好;,1;1;
3111,每种都买了，比较哪个更好用,NULL;,好用;,1;
3112,不错&hellip;挺好的,NULL;NULL;,不错;挺好;,1;1;
3113,一般般吧，声音容易卡顿，音质也没想象的好,NULL;声音;,一般般;卡顿;,0;-1;
3114,感觉不是很值,NULL;,不是很值;,-1;
3115,"货收到了，号码都是255,但右脚的比左脚的短了一厘米，穿上挤脚，联系卖家，卖家不给换，京东也跟着说鞋底脏了不换，影响第二次销售，试问商家：一只鞋短一厘米还能再销售吗？？？",NULL;NULL;,短;脏;,-1;-1;
3116,此手机屏幕很辣 鸡而且光外屏就要900多，而且数据连接很不稳定，这个价位不推荐买。另外魅族客服态度**。回信不及时，还喜欢把什么责任都推给京东。一次极**的购物体验。,屏幕;连接;价位;NULL;NULL;,很辣;不稳定;不推荐;不及时;喜欢;,-1;-1;-1;-1;1;
3117,不错。。。。。。。。。。。。。。。。。,NULL;,不错;,1;
3118,机油太**了，刚换好，机油灯就闪了，真的以后再也不会在网上买机油了，,,,
3119,书不错，孩子喜欢，希望对学习有帮助。快递速度非常给力！,书;NULL;快递速度;,不错;喜欢;给力;,1;1;1;
3120,价格超实惠，1毛一个，用了感觉那个胶不是很粘！,价格;,实惠;,1;
3121,拍的时候没看尺寸，有点大，也算精致，有一把刀外壳好像有点锈，不想换了，将就用吧。,尺寸;NULL;NULL;,有点大;精致;将就用;,-1;1;-1;
3122,真差劲，客服服务不好，同样是茶树精油居然不可以直接用,NULL;客服服务;,差劲;不好;,-1;-1;
3123,物流很快，商品不错，一次很满意的购物。,物流;商品;购物;,很快;不错;满意;,1;1;1;
3124,吃了下，没有在超市买的味道好！,味道;,好;,1;
3125,货已收到，看着不错哦，应该好用。,看着;NULL;,不错;好用;,1;1;
3126,吉列的还不错！,NULL;,不错;,1;
3127,帮同事买的，自己也在用，挺不错,NULL;,不错;,1;
3128,洗衣机性价比不错，1099下单，用后追评。,性价比;,不错;,1;
3129,实惠，但师傅说一般,NULL;NULL;,实惠;一般;,1;0;
3130,110块150克，合到1斤300多，300多的祁门红茶里只有几粒黄芽，而且口感很差。卖东西，别只顾着挣钱，,口感;,很差;,-1;
3131,我是黑龙江的，感觉口味不对，原因如下。色素较重，正经红肠里面是发点红的白色，这个肠都红透了。很咸，面粉子也过多。我不会再来买这个链接了。,口味;色素;,不对;较重;,-1;-1;
3132,一般般，一般般，能用，不是很完美,NULL;NULL;,一般般;一般般;,0;0;
3133,染发剂一直在用，洗发水还没用过，不知怎么样？,,,
3134,为什么跟以前买的不一样了，要窄一些，压线钳都压不了，废了,,,
3135,电视还没打开安装，第二次买了可以相信，物流评价应该是五星的，不知道怎么按错了，还专门打电话过来询问，真是不好意思,NULL;评价;,可以;五星;,1;1;
3136,质量好，配送快。比较实用。,质量;配送;NULL;,好;快;实用;,1;1;1;
3137,一般吧！。。。。。。。。,NULL;,一般;,0;
3138,风扇声音大，花屏偶尔黑屏，换了台电脑还是一样，呼吸灯也不会亮，对技嘉的东西已经不再看好了，以前买七彩虹都没有这种体验，真是无语,声音;花屏;NULL;,大;黑屏;无语;,-1;-1;-1;
3139,用了不到两个月，里面的线就不行了，没法充电了,,,
3140,不锴，就是外包装用塑料袋都破了,塑料袋;,破;,-1;
3141,挺好的，同仁堂质量好,NULL;质量;,挺好;好;,1;1;
3142,送的裤带没有了~~~~~~尴尬,NULL;,尴尬;,-1;
3143,不是广告所说的那么厉害,,,
3144,一颗星也不想给，用了好奇这么久了，第一次红屁股，想着趁活动屯点货，果真便宜没好货，第一次给差评，,,,
3145,效果好，比买玻璃水强?,效果;NULL;,好;强;,1;1;
3146,只能给4? 吧，说说我的见解，首先一个很重要的点是这幅耳机蓝牙连接时候送音有延迟，延迟大概1秒多，这样看视频这些就难受了。其次，由于材料比较足，耳机就显得有点重了。重要的降噪呢感觉没啥体现出来，基本无视，可能是我会不会用？<br/>之上是我认为的缺点，优点呢，材料足，看起来很结实，音质不错。电量也不错吧。,NULL;NULL;NULL;材料;显得;看起来;音质;电量;,延迟;延迟;难受;足;有点重;结实;不错;不错;,-1;-1;-1;1;-1;1;1;1;
3147,贵啊，贵，贵也没有办法！惠氏活动好少，搞活动又显示无货！呵呵哒，奶粉总是泡不开，找客服，客服不给解决，让找专员，专员有什么用，就会给你打个电话，连个记录都没，还不如在线客服！！在线客服好难找，别家是客服系统越来越完善，京东这是咋了？！哎，很少来京东了，运费贵，秒杀，搞活动的东西，也不包邮！不如&hellip;&hellip;，人家也不慢！,NULL;NULL;NULL;NULL;系统;运费;NULL;,贵;贵;好少;泡不开;完善;贵;不包邮;,-1;-1;-1;-1;1;-1;-1;
3148,还可以的吧，帮人家买的,NULL;,还可以;,1;
3149,东西一般，茶壶不好用。,东西;茶壶;,一般;不好用;,0;-1;
3150,味道好重，很滑穿起不舒服,味道;NULL;穿起;,好重;很滑;不舒服;,-1;1;-1;
3151,总体还满意吧，孩子比较喜欢看。,总体;NULL;,满意;喜欢;,1;1;
3152,买完就降价，要不要这么搞人,,,
3153,优惠活动时买的，都放在屋里了，过几天看效果咋样。,,,
3154,不促销就太贵了。。。。。。。。。。。。。。。,NULL;,太贵;,-1;
3155,现在的京东是越来越**了，昨天买的还49.9，今天就39.9了，简直是以后都不能信任了,NULL;,不能信任;,-1;
3156,刚到货，高音低音什么的还没来得及听，但谁能告诉我，为什么电源线和音频先会这么短？这么短？？这么短？？？,NULL;,短;,-1;
3157,挺好。,NULL;,挺好;,1;
3158,物流还算可以，服务人员态度也可以，电脑正在使用，用了一段时间再来评价，总体来说服务不错,物流;态度;服务;,可以;可以;不错;,1;1;1;
3159,很好！！！！！！！,NULL;,很好;,1;
3160,说送的东西跟本没看有，骗人的。,NULL;,骗人;,-1;
3161,用了券后比免税店价格便宜，挺实惠的,价格;NULL;,便宜;实惠;,1;1;
3162,设计非常烂，盖子是拧的，灌水十分不方便，不合理设计，不建议购买,设计;灌水;NULL;设计;,烂;不方便;不合理;不建议;,-1;-1;-1;-1;
3163,标的防震，收到看显然不是防震的,,,
3164,16小袋，口感还可以吧。,口感;,还可以;,1;
3165,包装很差，导致碎了很多。,包装;NULL;,很差;碎;,-1;-1;
3166,喜欢这个腰果，味道很好吃，老人孩子都能嚼动,NULL;味道;,喜欢;好吃;,1;1;
3167,不光杂质多，还有头发?,,,
3168,还不错，没玩过的试试还可以,NULL;NULL;,不错;还可以;,1;1;
3169,很好吧，这个效果是有的，相信同仁堂。,NULL;,很好;,1;
3170,说实话真的很担心，瓶盖跟其他买家说的一样，划痕很多。而且盒子上的二维码，盒子底部条形码都扫不出东西。味道和质地还是比较像真的。,,,
3171,连打开三个都这样，以后还是选择其它牌子吧。,,,
3172,炒菜炒不熟，铲子太长，炒菜玩跟没放油炒的菜一样，,铲子;,太长;,-1;
3173,小白不会弄，他们家的客服是真的爱理不理的。让人很难受，夜班的客服还好全程教我，但是早班的客服我只能呵呵,客服;NULL;,爱理不理;难受;,-1;-1;
3174,刚买完就降价，几个意思？,,,
3175,产品还行，做工还精细点就会更好了,产品;,还行;,1;
3176,用了两天 手感和性能都还不错 说说cao蛋的地方。首先是屏幕清晰度不高 和荣耀9放在一起 用同一张壁纸明显觉得米6的屏幕模糊 ；其次是漏光问题 我这台陶瓷版屏幕上下各一条白线 百度了一下才知道这是小米机的通病 其它型号的机器也有这种设计缺陷的问题 对于几千块的手机出现这样的问题实在恶心 但似乎也不是每台都这样 所以买米6还是需要拼点人品,性能;清晰度;屏幕;NULL;,不错;不高;模糊;恶心;,1;-1;-1;-1;
3177,我敢确定这是二手的，所以标签一直没有拆，还有卡包有断裂现象，钱包有多处线头松动。还有划痕，先不急着拆标签，后面用用坏不坏，坏了再退吧，买个东西很累啊，你对的起你的父母么？钻石跟plus用户飘过。后面有问题再追评不坏就接着用。,线头;NULL;NULL;,松动;坏;不坏;,-1;-1;1;
3178,买之前请做好心理准备，这只有酒杯那么大！,,,
3179,比超市划算,NULL;,划算;,1;
3180,不知道好不好，还没用，买错了，以为是润肤乳呢，物流太慢了,物流;,太慢了;,-1;
3181,有一个轮灯不亮的，还有点不是很对称,灯;,不亮;,-1;
3182,一般，很薄,NULL;NULL;,一般;很薄;,0;-1;
3183,这个宝贝没有家里用的樱花味道好闻。有点刺鼻，不过包装无损，也是醉了,NULL;包装;NULL;,刺鼻;无损;醉了;,-1;-1;-1;
3184,回复都是机器人！这拖把质量和使用体验都不行。非常不满意,质量;NULL;,不行;不满意;,-1;-1;
3185,东西不错，已经用了，很清晰。就是送的速度有点慢,东西;NULL;速度;,不错;清晰;有点慢;,1;1;-1;
3186,还算可以出水量也还可以，安装非常简单，就是关水的时候还会有水露出来比较不啊好,NULL;出水量;安装;,可以;还可以;简单;,1;1;1;
3187,洗衣服方便，就是太大了,洗衣服;NULL;,方便;太大;,1;-1;
3188,东西已收到，快递很给力，服务态度也很好，价钱也感觉合适，喝了在说吧。,快递;服务态度;价钱;,给力;很好;合适;,1;1;1;
3189,物流很快，就是底部有点开裂了,物流;NULL;,很快;开裂;,1;-1;
3190,差评 没穿两次就坏了，想不到不怎么结实，和之前买的别的品牌质量差的还挺多的，很少给差评！,NULL;NULL;NULL;,差评;坏;差评;,-1;-1;-1;
3191,8月买的，11月漏墨，这质量丢人。连一星都不想给，还京东自营进口，丢人的质量！！！,NULL;,丢人;,-1;
3192,没有感觉到有什么空气改善！！！,,,
3193,一直吃的这款，便宜好吃，京东这款米的价格倒是一直很稳定,NULL;NULL;价格;,便宜;好吃;很稳;,1;1;1;
3194,凳子还算凑合，但是有破损！不知道是出厂还是运输过程中被损坏了！不是很满意！,凳子;NULL;,凑合;破损;,0;-1;
3195,咨询了客服，说只能充1700多毫安的电池，不能充其它牌子or高于这个毫安的？,,,
3196,好像是被拆过了，胶带还是两种封的，里面没有赠品，也没有发票。不知道是不是假的，或者是被换了。不知道找谁投诉，买了七百多块钱的，感觉像被骗了。,NULL;NULL;,拆过;被骗;,-1;-1;
3197,买了好多牛肉干，唯独这个的口味感觉真心一般，不推荐,口味;NULL;,一般;不推荐;,0;-1;
3198,非纯藕粉，还有一股怪味，好难吃，扔掉了,NULL;NULL;,怪味;难吃;,-1;-1;
3199,刚收到的货，有点薄,NULL;,有点薄;,-1;
3200,不错，下次再买,NULL;,不错;,1;
3201,表是今天上午到的，下午带了一下午，表带就裂缝了，一直在京东买东西，一直觉得挺好的，但是这次我真的没法说了，我该找你们吗？,表带;,裂缝;,-1;
3202,好喝，不上头，最多一次喝了半瓶，人很清醒！,NULL;,好喝;,1;
3203,质量不好，用几天带子就坏了，不防水,质量;NULL;NULL;,不好;坏;不防水;,-1;-1;-1;
3204,非常小。不像突破上显示的那样。还是希望京东能够坚守诚信，不要耍某些中国式的小聪明。收到货是比较失望的，主要是落差，如果图片如实也就欣然接受了。,NULL;货;图片;,小;失望;如实;,-1;-1;1;
